"","ss1","ss2","ss3","ss4","ss5","ss6","ss7","ss8","totalRock","response.cor","fwd.error1","fwd.error2","forecast"
"60",121,147,353,529,612,637,643,766,54,2,0.00715367877924189,0.0260441310587098,3.65114316376241
"61",108,192,236,283,412,508,559,579,43,3,0.00717534832562094,0.083422813053089,3.26534363252033
"62",137,198,200,466,695,750,777,778,52,3,0.00741000088195243,0.330378923082331,3.31071638483829
"63",35,198,222,297,447,473,525,770,43,4,0.00764318795248053,0.231054387998161,3.37472517077522
"64",41,338,429,466,515,655,826,851,58,4,0.00764350393663626,0.0770418730201694,3.47013770795363
"65",43,406,494,572,643,660,798,815,46,3,0.0079345501940753,0.0324941786691566,3.61279198116711
"66",233,412,542,551,573,611,640,656,42,3,0.00809913061185208,0.120662954590084,3.2893863374272
"67",47,85,307,529,553,809,840,843,40,4,0.00823841571881445,0.0657039346487269,3.5734899093272
"68",131,153,284,308,519,715,756,840,37,2,0.00830103124250581,0.0615088285402927,3.60349831313493
"69",331,405,442,463,472,695,715,730,41,5,0.00833612466679767,0.107494643979776,3.54332814426347
"70",28,113,479,480,522,562,629,646,54,3,0.00841066086169207,0.229169920569268,3.57421065705474
"71",13,81,275,331,338,412,684,729,54,4,0.00858410474852533,0.198113760986073,3.29158262592199
"72",15,64,167,284,326,339,415,730,52,4,0.00859850959431174,0.239088744844971,3.41645889254384
"73",55,198,262,396,401,440,702,780,46,5,0.00870469334221191,0.331711658693632,3.33809332096718
"74",268,304,314,325,380,412,442,455,47,4,0.0087110507944832,0.134078129373003,3.30619890221712
"75",29,72,152,384,448,608,687,840,36,3,0.00871393247853591,0.017031757882946,3.54798267173755
"76",110,194,296,338,643,719,801,840,34,3,0.00888547407347851,0.0299541413991,3.6346327924338
"77",6,16,93,198,448,608,652,855,48,2,0.00894775087278088,0.287572102679856,-3.5245862112316
"78",29,102,196,626,634,675,715,752,34,2,0.00919696827277861,0.000781376761608055,3.64618218423295
"79",163,371,377,412,433,581,591,816,47,3,0.00933325040480071,0.15089334831008,3.20357624683078
"80",114,256,349,354,429,463,570,786,56,4,0.00951959662210022,0.0861270417777775,3.50244170440644
"81",215,229,242,441,461,557,787,819,50,5,0.00958127972402201,0.108665872561234,3.29384663255089
"82",98,118,123,248,416,446,542,643,50,2,0.00965066520617475,0.0211232738643394,3.63019701922262
"83",59,246,256,348,455,616,711,840,50,4,0.00988225814781796,0.0703056906342026,3.57474342956791
"84",260,275,522,556,686,830,840,841,47,5,0.0102081095153204,0.164680931780111,3.46951220625369
"85",167,342,401,405,415,500,580,610,52,3,0.0104425316539705,0.375445572357264,3.47365859154294
"86",110,146,198,222,363,403,570,646,53,2,0.0108916224838724,0.274598681216606,3.81107070102498
"87",10,25,44,82,249,385,415,649,56,6,0.011416341354817,0.218737621624192,3.36127768831804
"88",16,121,191,199,361,778,798,840,55,4,0.0114230246252212,0.0767660565471995,3.55828926748574
"89",88,131,150,413,415,502,527,600,54,4,0.0115120196422502,0.305512487430493,3.16828716296197
"90",242,345,429,603,616,654,722,848,51,2,0.0117829150854805,0.120479869290968,3.48480103831271
"91",158,242,322,406,445,512,554,626,52,3,0.0118975784872255,0.0367880951006057,3.49245934191843
"92",160,189,226,401,626,670,722,832,38,4,0.0119503979640387,0.0208882128251338,3.56658694327302
"93",77,198,274,439,517,553,709,724,58,6,0.0120783235410196,0.230966935711652,3.46092057496795
"94",58,320,332,499,580,758,817,840,56,2,0.0121205818901906,0.0719970498379174,3.64511072651008
"95",12,16,26,188,225,280,405,434,44,5,0.0122357252309029,0.175513354398155,3.49424767522659
"96",4,244,247,301,431,490,840,853,50,6,0.0123561297951325,0.0116440987805038,3.6454019155567
"97",234,290,405,412,476,729,776,842,45,3,0.0125743499618132,0.181098056810519,3.30645299587232
"98",4,47,555,602,629,649,730,821,49,4,0.0129497504291294,0.0949456354794536,3.35924397475544
"99",91,187,194,198,257,447,681,720,43,2,0.0130448466867148,0.255804154663287,3.39643960759453
"100",152,160,186,311,396,615,668,684,38,3,0.0132956268720412,0.111288267243745,3.30868372451804
"101",53,142,420,560,571,626,675,720,55,3,0.013554527656598,0.0312004597176072,3.54649366374906
"102",4,257,398,405,629,650,766,804,50,5,0.0137777195776181,0.137043759820563,3.29345537670171
"103",27,232,246,524,643,767,800,817,47,2,0.0138795867802912,0.0340700187371801,3.63839913593369
"104",109,129,198,284,394,401,605,608,37,2,0.0141536751757685,0.303365183362648,3.38976621177183
"105",9,42,115,294,352,354,365,643,57,4,0.0147480746638289,0.00700106223452979,3.6059752558375
"106",7,314,387,479,555,572,643,685,40,3,0.0147628033640248,0.0102069614827345,3.57387924036474
"107",109,154,196,315,374,385,473,626,37,2,0.0149392846418723,0.0449501379338844,3.62969517927109
"108",13,160,191,437,536,650,658,761,49,4,0.0151961524399837,0.259431152278016,3.49439694049448
"109",226,248,259,357,361,429,729,830,57,5,0.0152661037738446,0.106893391872712,3.49252096239982
"110",242,271,435,444,453,472,533,635,46,3,0.0153342752464827,0.0186989387715415,3.02348907953467
"111",58,124,148,368,573,610,626,771,54,3,0.0153767616479557,0.014369345833297,3.64175811615041
"112",48,144,368,412,426,539,543,604,46,3,0.015500207200517,0.0990475323071931,3.30398948462053
"113",197,235,253,289,412,428,441,582,35,2,0.0157466400666464,0.0685018464709399,3.31892992910005
"114",190,198,341,467,485,674,784,813,47,3,0.0160954116245997,0.254006236248637,3.39113017663282
"115",126,188,241,270,517,582,607,643,52,3,0.016180075772628,0.0277018984224204,3.6361791620283
"116",123,177,182,364,405,424,537,577,58,3,0.0161847699847093,0.0709468492719343,1.07511879744996
"117",3,309,328,433,642,643,777,785,50,2,0.016253178863634,0.0594877332778929,3.41477157753653
"118",205,219,298,372,485,569,643,798,36,2,0.0162712056386223,0.116603740257726,3.49684446987908
"119",38,41,125,186,198,233,411,738,49,4,0.0163383150894525,0.251864294296123,3.38563532969595
"120",46,124,246,250,362,600,626,666,50,2,0.0163964188014538,0.0272220972673334,3.55383999431988
"121",13,198,283,381,433,686,730,780,46,5,0.0165252334865333,0.285226431516822,3.26748119438138
"122",18,137,173,185,198,276,395,440,40,2,0.0165262248010314,0.353699537662718,3.29180206869563
"123",333,469,548,581,605,652,720,840,54,3,0.016530893435152,0.0608176641464726,3.57930683451835
"124",26,136,222,405,494,575,757,778,57,7,0.0169050484149542,0.184267481564064,3.48084636191728
"125",165,311,339,694,708,805,840,841,43,4,0.0170103580429446,0.157306522195994,3.48485697269623
"126",207,244,334,350,692,756,811,833,56,2,0.0173435423529629,0.178316788115452,3.30380195490658
"127",42,161,179,392,463,619,722,819,44,6,0.0175436339525525,0.169206077908975,3.49192356779316
"128",320,339,446,447,460,514,560,684,49,4,0.0176882280382458,0.103892345421643,3.35420817258847
"129",33,189,279,369,395,412,425,546,40,2,0.0180116008636668,0.186462788455659,3.2391728184394
"130",176,429,546,560,570,804,822,844,28,2,0.0184135591073216,0.0895031824708385,3.49791161932327
"131",88,98,243,282,324,616,635,670,60,4,0.0188827978317683,0.116212426186548,2.93930223405087
"132",95,239,412,446,461,466,746,769,46,4,0.0192032790280643,0.101419056788913,3.32687420229766
"133",396,487,604,617,626,765,788,845,35,2,0.0193780224074032,0.0855150832637639,3.49375410233937
"134",18,97,186,401,429,546,728,730,34,2,0.0195195866019842,0.0891788859129212,3.49055749683915
"135",285,452,476,529,723,733,778,840,50,2,0.0196886004384194,0.0633699173115683,3.58421024609557
"136",198,213,388,528,564,708,745,757,42,3,0.0198359046924832,0.393676486253794,3.28767592474026
"137",24,97,275,292,412,566,719,808,40,3,0.0199252651656203,0.113871416648667,3.29311044911606
"138",91,289,324,329,610,626,636,796,46,2,0.0199404032128787,0.036901302232661,3.56535505813244
"139",45,58,123,419,423,485,639,643,48,3,0.0200189634703949,0.0352186371331,3.63577527908117
"140",79,102,338,429,466,722,740,769,52,3,0.0203003132709085,0.122359129338862,3.4999010662109
"141",253,258,412,551,650,710,782,852,46,3,0.0204062400997138,0.100839544974245,3.26713211424108
"142",42,134,142,153,161,263,274,643,38,3,0.020516952689519,0.0195657096307547,3.59420118436208
"143",3,33,42,198,220,289,330,472,53,4,0.0207330812967008,0.290288877697819,3.3581854793048
"144",11,49,59,163,198,230,410,723,38,2,0.0209024662690114,0.308711871086326,3.33240796638585
"145",42,48,190,312,468,535,570,643,45,5,0.0210350413849691,0.000959910092906302,3.61553774494914
"146",94,159,255,338,453,470,606,844,44,4,0.0210687311988096,0.211659179093969,3.43342211438837
"147",156,219,242,388,429,437,790,831,45,3,0.0211226687817057,0.193286227003205,3.41873858186454
"148",9,366,419,468,579,631,735,833,48,4,0.0212108211847641,0.126330860582639,3.72777115259231
"149",137,172,198,242,494,555,564,597,48,3,0.0215135988178567,0.284187151652603,3.37614488037052
"150",138,243,283,343,501,695,723,840,49,4,0.0216478448530184,0.0141749075326989,3.6562921024728
"151",100,258,284,415,472,504,649,774,43,4,0.0216655912456929,0.292900609797789,3.29844848976879
"152",23,39,405,541,551,606,641,669,58,4,0.0222213280185803,0.162958645455151,3.36338913812236
"153",126,397,449,481,497,573,626,748,39,2,0.0223634957443957,0.0109940031657101,3.53871561391176
"154",2,39,44,77,88,151,431,626,44,5,0.0226717556503004,0.0230005742182389,3.57662242213153
"155",195,198,271,287,497,521,655,808,27,3,0.0228373422837413,0.280606497578823,3.35657008207995
"156",121,128,366,458,646,759,771,833,50,4,0.0230144724668273,0.09184561026195,3.7089425690036
"157",97,291,324,386,435,686,774,843,40,3,0.0234597503794305,0.0713062983408235,3.79647783186566
"158",128,160,230,509,571,579,674,840,40,2,0.023611504232214,0.0934259405717377,3.55629816017286
"159",81,239,252,265,412,413,505,686,50,4,0.0238039317933145,0.15017186953082,3.28615571876228
"160",119,120,157,248,290,541,619,626,54,3,0.0238347960258505,0.080807786642358,5.49406054368194
"161",4,48,110,267,313,347,626,732,42,2,0.0238585626435741,0.0369591976743875,3.5428075340429
"162",239,266,402,412,548,586,698,821,50,3,0.0239588351550397,0.170503709776554,3.23672941151348
"163",169,450,530,662,688,807,820,840,37,3,0.0240894248944477,0.111414649791096,3.57996132466298
"164",103,109,344,369,402,447,553,684,34,3,0.0242168073553866,0.0456143669821367,3.30747910258526
"165",19,107,108,139,375,429,672,823,40,3,0.0243192619458226,0.0655041742337157,3.53516332412364
"166",18,83,152,226,247,415,494,643,41,5,0.0244563522190391,0.100757898903475,3.64238920463333
"167",180,203,285,572,626,653,731,779,51,2,0.0245747280421913,0.0116483664329974,3.5784213035787
"168",7,192,198,239,402,503,610,784,55,2,0.0249036221174772,0.274265160150338,3.35346138927156
"169",44,58,343,618,625,664,718,840,46,5,0.0249135913599599,0.0632525018037238,3.63633177439789
"170",247,321,333,527,560,626,808,809,44,2,0.0250209979200773,0.113792254355117,3.45507842334991
"171",68,226,265,412,543,559,645,774,56,3,0.0251362889913258,0.224528876335653,3.32691269916521
"172",2,161,203,562,626,646,699,716,33,2,0.025219365170507,0.0799612959293854,3.4627737463732
"173",56,126,415,619,628,642,684,692,48,4,0.0255233000137114,0.258491032063723,3.20425211299983
"174",30,64,177,344,385,489,510,626,54,5,0.0255979231058112,0.0034160444587723,3.69402662366617
"175",76,97,361,598,629,649,738,757,50,3,0.0256883306927209,0.144886896344814,3.31763926293996
"176",110,132,207,422,484,490,534,670,50,3,0.0257727489008666,0.505911729543507,3.87575981414185
"177",53,90,180,414,468,498,780,833,36,2,0.0259080626441697,0.257034514650854,3.45450962988772
"178",24,162,185,232,259,457,626,665,39,4,0.0259246387131444,0.170929106973814,3.3869942946749
"179",261,307,440,677,693,708,840,856,42,5,0.0260812588456627,0.192095170589232,3.51962094485922
"180",65,115,133,345,511,524,626,806,38,3,0.0262417171119314,0.105247494638719,3.49615272775245
"181",192,198,212,268,365,491,846,851,56,4,0.0262433238060149,0.271252311445011,3.40785958293009
"182",138,186,520,561,589,626,731,772,32,2,0.0263190814510961,0.0632961974627206,3.52384640871312
"183",12,170,184,280,358,512,626,703,47,4,0.0263794545667713,0.0675857098087409,6.75862687449839
"184",30,116,412,579,607,613,645,837,50,3,0.0264603093617728,0.0900559944613888,3.33886331142776
"185",115,170,197,198,606,629,664,702,52,5,0.0269611358051089,0.219876355050382,6.4229713237559
"186",48,158,384,486,493,502,575,626,38,4,0.0270651293256421,0.0148558523751832,3.54144693359821
"187",126,131,148,226,623,625,626,692,50,4,0.0273261640991924,0.126913245650767,3.40417873686915
"188",121,501,565,583,595,612,619,629,35,2,0.0273990250471456,0.169524000948917,3.32065679609831
"189",9,42,196,412,472,631,694,832,42,3,0.0276806395692049,0.157194355778648,3.19900700221259
"190",160,201,300,336,618,620,746,840,40,4,0.0277646925336876,0.0341837217048453,3.60843420404423
"191",119,191,201,354,558,657,837,851,50,3,0.0279135177772214,0.160200247171647,3.41032557752038
"192",8,429,441,469,492,640,764,773,52,3,0.0279396112823393,0.178558570760016,3.46417144567083
"193",127,170,267,293,362,626,659,797,43,3,0.0280310027207173,0.374203671998123,6.5410203462148
"194",112,406,407,412,450,525,552,654,45,2,0.0282800068767504,0.151579970193504,3.25865808476649
"195",94,338,341,398,411,479,626,670,56,5,0.0283512267956194,0.0986387645503393,3.58013824078169
"196",265,342,434,466,473,824,839,840,48,4,0.0283540407547291,0.247712092834362,3.50609807526046
"197",196,198,299,370,442,559,656,853,35,4,0.0283581721549568,0.0689405865822628,3.55267884420965
"198",198,257,262,434,511,562,625,772,45,3,0.0285962649070912,0.299366388574945,3.33460223557014
"199",122,177,412,436,551,610,747,849,53,2,0.0286055963095375,0.157614224870223,3.24127778097913
"200",198,389,461,463,525,614,771,836,46,3,0.0288118545473259,0.290043419659195,3.3624234499779
"201",241,388,395,423,507,625,643,840,38,4,0.0294027035211712,0.053720876610805,3.5649545805946
"202",305,412,433,521,761,818,821,851,47,3,0.0298398927058372,0.109667511428037,3.24518471360484
"203",10,256,386,429,501,612,752,800,40,2,0.0300638352500826,0.0593294477108888,3.31210721603871
"204",95,388,423,451,548,638,755,840,42,3,0.0303862315341679,0.0753643614866268,3.57971633334448
"205",169,244,414,472,750,763,824,840,50,4,0.0304158012667237,0.0834413884241028,3.57481380088953
"206",32,54,152,372,427,478,760,840,59,3,0.03047227362672,0.0547252971470935,3.62867466441822
"207",87,150,289,328,401,709,758,840,54,4,0.0308092296738809,0.0268374629595023,3.73879092321974
"208",78,224,227,256,258,352,510,833,58,7,0.0310513384567184,0.0288608597075153,3.5374269373369
"209",122,158,233,429,563,631,749,784,44,3,0.0310896697681708,0.0573803813090734,3.54954993979921
"210",48,76,211,215,361,714,769,856,49,4,0.0312429457862593,0.0886620776691087,3.32320287185148
"211",56,192,233,428,530,546,626,647,48,3,0.0312492684184535,0.127792707009346,3.42245259219456
"212",13,35,291,389,412,565,574,625,46,4,0.0313367425263338,0.181391405676008,3.21882570895012
"213",19,30,274,345,404,476,643,854,49,6,0.0313601862601964,0.145218629168343,3.72252746975731
"214",33,44,79,84,606,626,646,800,48,4,0.0313735782015891,0.0714306106641511,3.48217150062468
"215",55,130,271,280,387,479,643,756,45,2,0.031523632901489,0.048082898937575,3.53154124472172
"216",92,301,509,540,641,703,840,849,58,4,0.0317193391469468,0.0346289933756001,3.67392520671783
"217",94,217,267,334,349,385,792,840,55,5,0.0318077807545274,0.0466351743209992,3.65901473261423
"218",137,198,213,703,735,749,765,835,49,2,0.0318516107734821,0.222239140129552,3.43034767701924
"219",4,113,217,481,557,600,619,848,55,3,0.0319475506054161,0.114381365911583,3.61799079678517
"220",10,176,348,407,617,626,647,718,37,2,0.0319584260607839,0.0665075213018311,3.47702122550355
"221",61,263,276,334,494,598,697,833,55,5,0.032025578261929,0.00643983066730813,3.5029563837609
"222",16,237,278,360,365,398,412,582,46,2,0.0320767656452037,0.0788640972092662,3.34659088223722
"223",158,390,429,522,530,534,627,654,43,2,0.0321136493868917,0.092744180398193,3.39479230287286
"224",97,184,285,480,626,634,709,755,38,2,0.0322843700492328,0.092588215307511,3.46105844858149
"225",239,564,566,621,626,636,696,843,54,5,0.0323947807720466,0.137836985044776,3.5630752658335
"226",286,424,472,525,543,546,626,772,42,3,0.0324194214925297,0.0159336573858515,3.60145876742128
"227",50,123,202,329,394,515,603,683,46,2,0.0327117897408158,0.03051164877713,3.89409649622245
"228",57,158,278,288,406,412,462,681,44,2,0.0329184186052078,0.0823387393985437,3.35296777492315
"229",115,212,368,412,515,545,601,802,42,3,0.0329437971384978,0.0822463064510695,3.33319663666894
"230",129,206,519,579,629,684,689,763,54,4,0.0331132912929171,0.131805489834241,3.21188526707382
"231",96,100,240,370,394,429,467,748,48,3,0.0331179071884993,0.0829682895772663,3.51979192049697
"232",10,252,380,394,427,643,748,821,45,3,0.0333749276979582,0.035719867951876,3.58776896401445
"233",16,63,147,227,228,278,411,412,42,4,0.0333868704405829,0.0733865151983459,3.31600946640765
"234",5,166,215,354,472,518,788,853,45,2,0.0335715071264118,0.0561188904843548,3.3352599631582
"235",26,191,331,448,597,610,626,661,42,4,0.033706727082325,0.0154541227865717,3.57498580649497
"236",37,78,136,201,221,378,528,785,54,3,0.033835044492998,0.0266267083104501,3.57632193574451
"237",56,269,429,480,536,556,600,646,40,3,0.0338584027459201,0.144973315357856,3.40703706634734
"238",279,412,466,491,610,618,711,837,39,3,0.0338662331290394,0.0892496590558078,3.29994952377434
"239",90,184,280,396,415,610,725,833,46,3,0.0339085400437482,0.306320283940636,3.19515294692475
"240",159,170,412,586,664,782,789,833,44,2,0.0339428779490478,0.0788824618006623,6.02396209068158
"241",17,67,118,369,451,696,749,840,42,4,0.0340206837479058,0.109131174149745,3.62921005149518
"242",83,105,246,550,626,735,746,816,32,2,0.0341445118915717,0.00943973006801935,3.59353268753273
"243",198,308,396,512,606,636,776,836,52,2,0.0343081683255688,0.308235582752533,3.34275092725754
"244",43,211,261,425,546,626,768,827,45,5,0.0343909852356585,0.0967623817587393,3.44381099346112
"245",259,349,405,498,682,706,721,840,47,4,0.0344162199001778,0.0492597074326722,3.58786950681101
"246",61,125,412,414,433,482,732,854,59,4,0.034734279488124,0.185557521012069,3.16353206528169
"247",31,285,389,566,613,614,626,802,40,2,0.0349102688928271,0.0317736712017491,3.5860324296605
"248",88,198,354,504,537,570,645,742,56,3,0.0352024880515494,0.213288519964944,3.41119601674137
"249",12,20,88,322,681,811,833,840,50,5,0.0356520141062853,0.0978101982749235,3.54094931956599
"250",104,139,198,336,348,490,556,784,41,2,0.036027148319528,0.258127020722347,3.4335382588421
"251",15,188,573,597,607,617,833,843,60,3,0.0360662778517664,0.13213411137591,3.40894724697102
"252",256,365,454,463,498,643,708,784,46,6,0.036425200783555,0.138533368163177,3.49440081352657
"253",63,166,383,398,582,708,779,840,32,2,0.0365429722475885,0.173777507774064,3.55179201663453
"254",31,115,197,412,448,491,761,775,46,2,0.0366821327431079,0.139178295809788,3.23481699389697
"255",6,48,141,178,198,204,390,788,44,3,0.0366822846403299,0.229291136818797,3.44336450222847
"256",23,127,271,286,323,405,440,690,55,5,0.0367460109908344,0.19829437327275,3.39470599482784
"257",89,201,244,289,396,433,479,805,55,3,0.0368115493245611,0.262785403754963,3.63389769355798
"258",291,533,626,629,795,801,848,856,44,3,0.0370455648221295,0.0389456294014097,3.54525892952544
"259",17,235,274,280,507,643,675,713,37,3,0.0371303231154716,0.319061252074842,3.77585260307346
"260",220,346,426,478,602,619,735,840,43,4,0.0372236050451642,0.0427462627608288,3.60161606406563
"261",59,121,151,302,400,434,522,643,49,3,0.0372240603963991,0.0300540823458175,-42.6052295566825
"262",63,230,412,598,624,625,833,836,40,2,0.0376067651964043,0.0741535516453067,3.33809621727024
"263",21,92,412,488,582,620,698,854,38,3,0.0383072094554948,0.155348359764511,3.41706817992193
"264",39,152,239,360,417,643,704,790,60,4,0.0384608812305189,0.0702138102048613,3.70670518731693
"265",148,190,219,303,394,438,490,643,41,4,0.0387145483174152,0.0660915439738656,3.65085413649067
"266",131,372,391,412,525,604,668,774,43,2,0.0387853450962519,0.147181869594626,3.28792745630586
"267",310,318,339,474,626,639,655,785,47,5,0.0388631339215459,0.151965332938957,3.49761808520788
"268",88,127,198,422,436,458,531,852,58,4,0.0388941460871579,0.302484579760674,3.30850965234055
"269",33,156,318,335,415,656,692,833,50,5,0.0389455425781318,0.271291273952004,3.19110126329673
"270",151,347,429,547,600,622,659,798,43,2,0.039281931485196,0.065967583564444,3.52953968074465
"271",42,153,198,281,530,769,786,801,45,3,0.0395900337760295,0.148043522832295,3.45662716454615
"272",86,169,185,446,479,704,783,840,53,4,0.0396338765278665,0.0251744542908017,3.64279676559945
"273",118,154,161,216,408,513,569,626,24,2,0.0396810797174094,0.0828446408674779,3.50030011720622
"274",63,209,413,429,478,648,787,840,48,2,0.0398356664246329,0.167947216206886,3.45506473518513
"275",2,51,134,250,372,570,634,840,37,2,0.0399991178527936,0.116127766972264,3.56541565369459
"276",54,135,330,594,626,658,761,855,48,3,0.0401650857556044,0.123265200707003,3.43366975645231
"277",60,138,198,273,345,526,532,592,42,3,0.0403215892063793,0.350398807929376,3.27209845075719
"278",125,215,282,393,610,678,786,792,55,4,0.0403313204802167,0.0036142119171112,3.34238814559747
"279",219,404,420,429,644,794,836,856,36,2,0.0404765825249966,0.0289218704335936,3.61247011957081
"280",110,199,215,306,377,576,675,738,48,3,0.0410099385408049,0.0537251422263534,3.33865113977083
"281",38,315,333,381,415,429,642,660,44,2,0.0411615648755417,0.0581772171695509,3.54723416963352
"282",230,326,521,600,615,792,836,840,41,4,0.0412235113323041,0.00146590252172274,3.67116248853348
"283",94,141,208,570,575,778,840,851,54,6,0.0413025651823511,0.159981933182009,3.4459585821365
"284",48,342,412,452,481,674,796,851,46,2,0.0417780004316648,0.15443492330704,3.25254520771535
"285",306,357,406,438,489,501,745,840,44,3,0.0418265713918924,0.0715448454674892,3.45808112308514
"286",400,429,492,507,576,620,767,802,46,2,0.0419418329587433,0.0420630907922028,3.54470541136377
"287",25,35,327,414,634,704,829,840,49,4,0.0420788712666837,0.0657934963768403,3.61445702806083
"288",258,283,290,417,429,713,721,810,48,2,0.0421134256646369,0.0226609653185723,3.54513250721305
"289",19,143,156,246,420,523,626,684,50,4,0.0421430649174255,0.078948035976778,3.46637362147842
"290",26,185,198,220,291,504,550,833,53,3,0.0421479536845433,0.309030890918098,3.34739132908296
"291",422,440,514,652,669,680,729,787,56,6,0.0424281408787976,0.38949378783976,3.45222664136255
"292",228,271,399,412,502,542,729,796,37,3,0.0424441643766675,0.0723041818646086,3.35369362700904
"293",37,59,219,434,451,510,536,643,46,3,0.042492102779133,0.0301931578311412,-44.2598010917731
"294",66,88,294,394,440,643,758,777,46,4,0.0426089757221333,0.0785912929561854,3.54323603916334
"295",93,236,278,304,381,515,740,840,42,4,0.0427997483225555,0.00503044112457074,-29.7959543717349
"296",56,62,100,183,222,449,786,840,45,5,0.042800870520519,0.0552368220646362,3.69700801857395
"297",299,362,370,412,522,610,699,801,47,3,0.0429650273585378,0.0340612369022213,3.42068830044046
"298",118,166,286,365,435,643,729,832,46,3,0.0432171260378347,0.05723539241079,3.64459374100118
"299",42,198,348,377,422,570,579,740,49,5,0.0433233946125511,0.317485928187596,3.31196846407141
"300",212,392,587,590,597,633,801,840,46,4,0.0434702160131377,0.212872488004998,3.6092010926081
"301",38,115,191,199,553,573,644,661,51,5,0.0439329366592984,0.0429864415255286,3.47105790933362
"302",54,198,270,327,354,368,746,753,51,2,0.0439994350894972,0.236244595904586,3.41317234413771
"303",152,191,267,533,544,554,613,774,54,2,0.0441852706484651,0.0795767304870907,3.52847710586931
"304",138,325,380,441,527,607,626,633,39,4,0.0445833702010399,0.121446082529423,3.49256237719543
"305",110,335,369,383,419,536,643,724,35,2,0.0451892775334883,0.00980928875875042,3.66529423123526
"306",25,349,355,518,559,639,643,696,56,5,0.0453396092985647,0.0194247032968824,3.5494969318805
"307",96,234,448,614,629,709,764,816,27,2,0.0454781650624447,0.177023968095234,3.45774274482398
"308",206,328,355,408,623,626,689,697,40,3,0.0456889019215589,0.126416772435167,6.11743822416003
"309",94,232,236,402,412,722,773,804,34,2,0.0459532085981036,0.136922051207703,3.29084807893347
"310",93,194,219,273,399,453,643,693,40,2,0.0462481378135542,0.0358556222184423,3.57094233360076
"311",45,73,428,444,521,552,626,742,35,4,0.0463282222191941,0.00703599662631982,3.58959413186286
"312",599,607,626,648,798,803,813,854,40,4,0.0463731809670462,0.055658671344621,3.51656188599091
"313",152,304,437,587,643,649,652,656,43,3,0.0464678547466844,0.0277772763914528,3.60057886800151
"314",144,304,412,470,528,565,696,834,50,3,0.0465491752932303,0.0349229726266991,4.45229109376919
"315",133,201,284,439,571,626,665,726,50,5,0.0466676087687192,0.00171847310154449,3.58082765913689
"316",41,120,178,439,495,661,825,840,44,5,0.0467780906160353,0.035564512585486,3.65711020031724
"317",41,124,394,404,518,626,794,795,46,3,0.0468283891473051,0.0115472860629215,3.5612262074928
"318",102,155,191,217,424,494,626,665,43,5,0.0469406803858838,0.013640781478236,3.57725994564819
"319",44,195,312,318,464,643,818,840,36,3,0.0469611022445005,0.0973661546289368,3.47465453757645
"320",3,16,94,198,334,568,779,784,52,3,0.0474859559230394,0.222486864812047,3.40925526546245
"321",171,190,214,380,397,504,543,643,31,2,0.0475168259594438,0.0546342215052076,3.65963865683619
"322",248,354,396,436,596,626,669,746,54,4,0.0475835491106151,5.09082485131707e-05,3.58577667721956
"323",52,412,415,501,521,616,695,815,35,2,0.0479414639090345,0.144913770078003,3.24466891044304
"324",18,58,88,184,318,624,798,840,36,3,0.0479631845072115,0.0108671544472849,3.69476125410429
"325",155,198,355,427,439,506,522,622,50,3,0.0482157221337203,0.250575512167166,3.36961362974448
"326",160,281,488,580,616,629,663,790,41,5,0.0483900358892058,0.317607712152962,3.125368949244
"327",12,36,108,137,139,336,506,626,58,3,0.0484707262298834,0.00341409187284869,3.59468394560392
"328",88,205,263,429,465,615,680,822,46,2,0.0486884875273446,0.0261243584025199,3.56028257316374
"329",158,195,413,488,563,643,680,817,44,3,0.04889890713019,0.0992915866462614,3.72636989398103
"330",73,259,291,324,368,412,463,831,37,3,0.0491869045550426,0.129250021669052,3.32768949131587
"331",198,239,368,516,632,721,839,840,48,4,0.0493271718067718,0.106548316366788,3.41744228636846
"332",20,226,235,292,329,602,739,840,35,3,0.0495649671241063,0.135888364739676,3.78492118387572
"333",9,201,274,319,489,618,619,843,55,6,0.0496181152640922,0.105936105194525,3.45102486301444
"334",3,72,139,184,349,468,528,732,53,3,0.0496273611960554,0.113118137005101,3.4499962050983
"335",27,106,293,349,359,433,626,751,56,3,0.0496338915957852,0.128170185058419,3.33879469224869
"336",18,118,179,287,292,648,706,840,45,2,0.0497736226820633,0.140601028428483,3.57127853921363
"337",204,276,402,426,626,731,766,796,49,3,0.0498022953275199,0.015510822850378,3.54704019356273
"338",64,332,366,401,447,644,700,833,54,3,0.0501228886695131,0.0620913543817365,3.65515347097219
"339",216,311,337,395,536,598,626,633,37,2,0.0503338591795761,0.0878163327893051,23.6530656737269
"340",23,166,193,250,294,384,411,644,35,2,0.0504442275210457,0.236816238103092,3.42418904162555
"341",12,275,412,473,554,588,717,808,41,3,0.0506828204867693,0.139438784353135,3.33876449336887
"342",22,34,129,201,258,314,405,687,52,7,0.0507427783771437,0.202849726320209,3.30652807315861
"343",45,51,55,61,300,429,637,711,57,6,0.0508139019735054,0.109014685293798,3.46048829649146
"344",21,77,126,198,324,387,503,685,37,2,0.0508825650154305,0.0997155067477333,1466598877.19534
"345",8,191,259,415,442,493,636,662,51,5,0.050903058533148,0.181052466302495,3.32463259811782
"346",45,58,106,213,262,675,821,840,54,5,0.0509193900488203,0.0716583288049475,3.65896055964445
"347",125,198,446,557,597,626,697,706,55,4,0.0509765869761463,0.334148851601715,3.32141872718361
